Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption,Month,PowerConsumptionXGB,PowerConsumptionCat
12.22,71.7,0.086,451.3,50.3,32657.03422,12,32259.158,32615.358132445577
12.59,70.0,0.087,459.1,51.16,32638.78327,12,32350.703,32536.827567073302
12.84,67.71,0.087,464.9,51.29,32815.20913,12,32599.266,32831.59516813906
13.29,66.47,0.087,471.7,49.43,32541.44487,12,32154.469,32494.556050097053
13.69,64.94,0.086,475.6,48.29,32389.35361,12,32325.455,32409.995797724343
14.21,62.84,0.088,478.7,48.26,32839.54373,12,32685.375,32836.99022575047
14.7,60.13,0.089,478.1,49.3,32900.38023,12,32726.12,32857.212797011045
15.14,59.4,0.088,473.2,51.86,33028.13688,12,33022.414,32912.04749424111
15.59,59.13,0.088,474.6,50.29,32900.38023,12,32815.875,32848.67292925122
15.98,52.82,0.091,470.8,50.51,32657.03422,12,32306.766,32613.035491951083
16.41,52.22,0.087,467.2,50.42,32474.52471,12,32439.16,32436.50944743996
16.68,51.85,0.089,459.8,52.0,32699.61977,12,32776.48,32611.45752393613
17.05,50.55,0.085,449.8,53.19,32529.27757,12,32506.074,32480.891173044893
17.19,48.05,0.087,437.4,54.6,32365.01901,12,32436.443,32397.43628898387
17.43,48.51,0.09,421.9,57.53,32614.44867,12,32585.594,32537.653591889426
17.3,49.82,0.087,407.7,59.67,32669.20152,12,32611.682,32603.531306808352
17.7,48.21,0.085,393.2,61.07,32705.70342,12,32504.168,32600.1066788458
17.63,46.98,0.081,381.3,60.98,32517.11027,12,32129.23,32488.37643375806
17.58,47.34,0.08,365.3,60.89,32340.68441,12,32070.945,32265.185589121193
17.88,46.07,0.084,347.2,60.83,32200.76046,12,32086.453,32159.387348605655
17.9,45.94,0.09,327.5,61.47,31841.8251,12,31968.746,31780.29560832792
18.16,47.24,0.078,310.4,63.51,31738.40304,12,31643.857,31711.26389724618
17.74,47.61,0.08,285.1,64.55,31513.30798,12,31327.105,31482.173779391458
17.54,45.91,0.075,258.0,77.3,31537.64259,12,31790.574,31552.45949807444
17.55,50.04,0.075,231.1,107.6,31878.327,12,31969.85,31787.88597979326
17.26,53.41,0.078,205.6,147.9,31987.8327,12,31817.844,31956.421185980733
17.09,53.78,0.077,182.1,173.3,32164.25856,12,32133.541,32117.416565444484
16.93,53.98,0.075,161.0,177.2,32638.78327,12,32645.521,32522.68041673491
16.75,54.75,0.077,137.1,160.4,33131.55894,12,32841.492,33046.52197017402
16.45,55.05,0.075,117.9,142.4,33770.34221,12,33668.953,33733.54945037244
16.4,57.39,0.078,92.3,112.1,34914.06844,12,34207.81,34870.702356602655
16.16,58.45,0.076,69.93,85.6,37116.34981,12,36541.25,37140.817226826264
16.0,58.68,0.074,52.18,64.45,39853.9924,12,39443.27,39765.37392946803
15.87,59.55,0.077,27.93,31.65,40504.94297,12,39704.43,40446.54469611725
15.03,61.45,0.079,14.53,14.91,40869.96198,12,40358.246,40768.171041335685
14.17,62.92,0.079,9.23,9.41,40821.29278,12,40113.64,40772.641143862835
13.46,63.89,0.074,4.677,4.747,40936.88213,12,40441.062,40914.355854501
13.12,64.56,0.077,1.76,1.728,40760.45627,12,39951.46,40769.92995719042
12.83,65.12,0.078,0.37,0.371,40833.46008,12,39638.61,40766.73616756867
12.54,66.19,0.076,0.066,0.134,40401.52091,12,39423.36,40324.77864060571
12.32,67.13,0.074,0.055,0.085,40431.93916,12,39577.63,40308.86936652964
12.11,67.83,0.077,0.051,0.122,40517.11027,12,39125.414,40409.418427069315
11.84,68.89,0.075,0.044,0.111,40486.69202,12,39420.62,40403.69654029027
11.79,69.39,0.075,0.07,0.122,40219.01141,12,39165.06,40137.97535607711
11.8,69.36,0.083,0.051,0.093,39957.41445,12,38999.977,39901.94089231548
11.41,70.6,0.09,0.04,0.122,39482.88973,12,38078.62,39406.583171165694
11.17,71.7,0.09,0.073,0.089,39318.63118,12,38132.8,39266.62886775777
10.62,74.6,0.089,0.055,0.134,39306.46388,12,38064.168,39253.22227132311
11.24,76.8,0.086,0.081,0.078,39884.41065,12,39164.605,39780.92241748665
10.58,77.5,0.088,0.044,0.093,39616.73004,12,38486.938,39617.27565139107
11.13,78.3,0.082,0.04,0.096,39288.21293,12,37955.0,39257.25279779126
11.22,77.1,0.086,0.026,0.163,39123.95437,12,38032.496,38967.697630228824
11.32,77.1,0.085,0.055,0.122,39130.03802,12,37728.266,38974.264988228664
11.47,76.1,0.081,0.04,0.115,38825.85551,12,37296.086,38747.04885492515
11.55,75.0,0.084,0.081,0.093,38406.08365,12,37515.09,38446.502933876036
10.3,79.9,0.08,0.044,0.085,37730.79848,12,36419.285,37794.15482337288
10.29,80.3,0.084,0.048,0.134,37158.93536,12,35810.18,37129.200652155014
10.26,78.6,0.083,0.081,0.108,36282.88973,12,35233.37,36333.85889352888
10.1,79.0,0.086,0.029,0.122,35717.11027,12,34409.31,35679.72888654163
10.15,78.9,0.086,0.051,0.093,34974.90494,12,33995.824,34985.74892889732
10.22,78.7,0.082,0.044,0.141,34804.56274,12,33493.754,34782.582069347234
9.96,79.5,0.084,0.055,0.1,34184.03042,12,33430.65,34194.91943537072
10.02,79.6,0.082,0.051,0.134,33569.58175,12,32358.113,33602.77645601958
9.99,78.4,0.081,0.066,0.115,33022.05323,12,31954.57,32961.445139206
9.88,79.2,0.083,0.062,0.134,31969.58175,12,30880.125,31862.176454820616
9.64,80.8,0.081,0.059,0.134,31032.69962,12,29838.742,31035.43732491694
9.66,80.8,0.089,0.062,0.174,30546.0076,12,29645.29,30554.51495118149
9.73,80.4,0.084,0.059,0.126,29761.21673,12,29097.32,29714.556316781927
9.71,80.6,0.085,0.055,0.108,29049.42966,12,28479.371,29117.260277870537
9.7,80.0,0.089,0.059,0.122,28234.22053,12,27749.316,28288.37549682988
9.7,79.0,0.084,0.048,0.119,27625.85551,12,27323.523,27693.92400600892
9.38,78.8,0.081,0.059,0.093,26968.82129,12,26518.02,26959.920619404103
9.06,80.2,0.084,0.055,0.108,26567.30038,12,26433.533,26557.810531080388
8.88,80.7,0.084,0.048,0.159,25971.10266,12,25444.283,25911.27213454203
8.96,81.0,0.086,0.084,0.108,25575.6654,12,25536.217,25526.890693588837
9.27,80.6,0.082,0.07,0.148,25028.13688,12,24573.348,25015.993576325916
9.02,80.0,0.084,0.051,0.159,24553.61217,12,24232.984,24604.23356863521
8.85,80.6,0.082,0.033,0.167,24073.0038,12,23785.717,23961.73590630225
8.95,80.2,0.082,0.04,0.171,23762.73764,12,23274.766,23711.247714281955
8.75,79.9,0.079,0.066,0.126,23385.55133,12,23359.375,23360.2326651639
8.49,80.6,0.082,0.081,0.122,23105.70342,12,23377.94,23154.46345017612
8.36,81.4,0.084,0.051,0.115,22771.10266,12,22839.512,22741.203894358223
8.39,82.1,0.085,0.062,0.134,22546.0076,12,22669.543,22511.14116164175
8.27,82.6,0.083,0.059,0.141,22436.5019,12,22707.059,22430.29131207304
7.88,83.8,0.082,0.055,0.13,22296.57795,12,22165.322,22271.271078242222
7.76,85.0,0.083,0.051,0.159,22211.40684,12,21504.29,22223.21728594524
7.76,85.6,0.082,0.04,0.159,22138.40304,12,21250.209,22140.552934454914
7.7,85.8,0.084,0.062,0.159,21907.22433,12,21094.959,21900.935656763642
7.57,85.9,0.081,0.055,0.145,21688.21293,12,21295.512,21717.881810785293
7.35,86.0,0.083,0.095,0.111,21676.04563,12,21535.877,21647.80499497195
7.21,86.1,0.085,0.051,0.141,21578.70722,12,21132.56,21521.429031405743
7.06,86.9,0.085,0.073,0.126,21669.96198,12,21482.656,21646.71399907783
7.03,86.7,0.083,0.062,0.189,21377.94677,12,20583.893,21457.38852852136
7.05,87.1,0.083,0.033,0.115,21262.35741,12,20963.771,21292.51442586827
7.34,87.3,0.082,0.048,0.185,21165.01901,12,20403.734,21197.832695580597
7.33,85.7,0.083,0.033,0.104,20939.92395,12,20717.844,20892.561668575992
7.25,85.5,0.084,0.062,0.108,21165.01901,12,21083.047,21210.454239584826
7.27,85.8,0.085,0.073,0.096,21043.34601,12,20908.438,21044.74012620601
7.38,85.9,0.084,0.073,0.126,21012.92776,12,20855.453,21035.15582989442
7.19,86.2,0.086,0.077,0.174,20921.673,12,20410.69,20876.450576481344
7.26,86.5,0.086,0.059,0.13,21000.76046,12,20536.707,21041.052684585913
7.16,85.6,0.085,0.051,0.13,21146.76806,12,20833.502,21208.394628170987
7.18,85.2,0.085,0.095,0.111,21463.11787,12,21471.957,21473.757123663574
7.37,84.7,0.082,0.07,0.182,21639.54373,12,20923.832,21636.77351217165
7.41,83.7,0.082,0.07,0.141,21858.55513,12,21657.027,21819.318766447766
7.56,83.2,0.082,0.084,0.122,21919.39163,12,21671.459,21904.485974803425
7.63,81.9,0.084,0.073,0.159,22783.26996,12,22356.691,22742.062939411706
7.36,82.3,0.082,0.113,0.122,23215.20913,12,22672.275,23246.988673808653
7.18,84.0,0.083,0.07,0.108,23294.29658,12,22856.469,23301.298255611327
6.74,86.1,0.084,0.102,0.134,23452.47148,12,22624.053,23420.842179150204
6.511,87.0,0.082,0.055,0.167,23519.39163,12,22382.658,23529.95498270752
6.767,86.8,0.083,0.084,0.178,23568.06084,12,22567.271,23522.401765861323
6.735,85.9,0.084,0.095,0.111,23342.96578,12,22866.254,23358.39917757432
6.633,86.5,0.08,0.055,0.185,23203.04183,12,21958.723,23234.849941924265
6.668,86.3,0.082,0.066,0.119,23154.37262,12,22541.871,23152.92272154986
6.429,86.9,0.079,0.048,0.156,22996.19772,12,22060.592,22954.28638315078
6.247,87.5,0.082,0.04,0.13,22825.85551,12,22392.344,22763.829327494914
6.303,87.8,0.085,0.051,0.122,22716.34981,12,22252.45,22643.142865440106
6.375,87.6,0.085,0.073,0.163,22345.24715,12,21647.678,22340.856346558852
6.278,87.5,0.08,0.231,0.278,22941.44487,12,22376.188,22852.54503523122
6.094,87.8,0.086,1.541,1.469,23507.22433,12,23297.348,23444.61765533866
6.205,88.0,0.083,4.692,4.484,24431.93916,12,23922.46,24471.82489978585
6.387,87.9,0.084,9.3,9.01,24821.29278,12,24152.123,24845.051300260762
6.536,87.4,0.082,23.74,17.76,25393.15589,12,24384.105,25423.97104206655
6.523,87.4,0.087,64.43,29.93,26013.68821,12,25376.016,26121.56686075346
6.405,86.9,0.085,92.6,38.59,26500.38023,12,25639.84,26444.02993562771
6.609,86.9,0.09,123.1,47.6,27078.327,12,26131.307,27040.870740747465
6.94,86.4,0.088,128.9,53.56,27358.1749,12,26295.2,27446.100303516258
7.31,84.8,0.085,165.0,64.84,27656.27376,12,26836.732,27704.67381420068
8.0,83.4,0.086,208.3,81.5,26780.22814,12,26219.469,26817.351841601077
8.31,81.2,0.084,242.0,105.3,28136.88213,12,27748.477,28110.33820411263
8.96,80.8,0.083,276.2,130.4,28994.67681,12,28263.564,28967.41928342401
9.75,79.5,0.089,281.2,137.4,29384.03042,12,29030.803,29345.23049023365
10.34,78.0,0.083,236.6,134.8,29919.39163,12,29282.865,29948.101199839242
10.42,75.8,0.083,204.4,142.2,30272.24335,12,29473.643,30301.939642767982
10.62,75.4,0.086,320.6,160.6,30698.09886,12,30212.451,30654.952155013314
10.96,73.9,0.084,305.1,165.6,31233.46008,12,30582.361,31196.22168541536
11.36,73.2,0.088,285.2,186.1,31549.80989,12,31152.725,31536.40750979365
11.97,72.8,0.083,347.1,203.0,31902.6616,12,31255.88,31864.717605684174
12.71,71.1,0.082,272.9,200.7,32158.1749,12,31744.275,32099.41827705628
13.53,65.01,0.083,313.5,195.6,32596.19772,12,32379.596,32517.71262060455
13.96,61.5,0.084,273.8,173.9,32803.04183,12,32757.219,32737.47916556375
14.25,64.51,0.082,323.2,151.3,32863.87833,12,32468.307,32798.40602010476
14.57,64.91,0.084,369.9,132.5,32936.88213,12,32606.463,32846.491615334984
14.88,61.84,0.083,457.6,150.1,33314.06844,12,32885.28,33247.25009643706
15.1,58.73,0.083,472.1,157.7,33569.58175,12,33222.53,33501.707747531254
15.28,58.26,0.08,512.4,158.3,33776.42586,12,33309.223,33724.58356966487
15.4,57.63,0.08,471.9,148.4,33606.08365,12,32990.977,33503.398704995125
15.65,56.76,0.082,472.3,148.5,34104.94297,12,33584.656,33998.654274233195
15.72,55.49,0.082,441.6,154.7,34360.45627,12,33712.0,34257.001216948716
15.88,55.76,0.083,500.0,152.9,34482.12928,12,33849.324,34431.67482351739
15.95,54.56,0.085,417.0,137.2,34433.46008,12,34024.99,34325.21856677495
15.99,53.59,0.084,479.1,133.6,32973.38403,12,32868.16,32900.345649199655
16.12,51.49,0.085,478.5,154.9,32109.5057,12,31929.414,32074.80114595704
16.08,52.29,0.083,387.0,169.4,31683.65019,12,31568.113,31723.003877554493
16.15,52.49,0.083,496.3,179.0,32036.5019,12,31871.002,31957.149550456226
16.25,53.16,0.083,519.0,216.4,32985.55133,12,32782.016,32900.1653565389
16.06,53.59,0.084,427.8,230.1,33569.58175,12,33384.06,33495.08942944723
15.98,53.29,0.084,345.7,253.5,33569.58175,12,33330.906,33494.68234877396
15.83,53.62,0.084,236.2,195.7,33715.58935,12,33505.145,33643.58072371141
15.7,53.72,0.085,333.8,167.6,33374.90494,12,33091.85,33299.2475961825
15.83,53.29,0.086,445.6,198.0,33374.90494,12,33112.992,33300.24854668236
15.93,51.42,0.081,457.1,177.9,33216.73004,12,32873.656,33114.60916286458
15.88,52.35,0.081,365.5,191.9,33387.07224,12,32781.805,33301.54655289734
15.63,52.28,0.083,302.8,183.3,33180.22814,12,32954.02,33044.581822095904
15.67,52.32,0.084,311.6,151.1,32912.54753,12,32628.486,32840.70884680473
15.72,51.45,0.083,277.1,130.2,32328.51711,12,32121.58,32262.105871642758
15.5,52.22,0.084,202.6,121.7,31951.3308,12,31817.932,31879.691597927118
15.24,53.08,0.085,167.0,131.5,32121.673,12,32432.516,32129.677488965925
15.26,51.48,0.084,87.6,87.5,32133.8403,12,32170.287,32127.92309159179
15.15,55.02,0.083,73.6,73.7,32438.02281,12,32383.852,32444.727196375872
15.1,55.95,0.085,70.8,71.9,32924.71483,12,32817.24,32841.5593263134
15.02,55.48,0.086,43.02,43.42,33143.72624,12,32945.836,33051.90769140125
14.93,56.28,0.084,35.53,35.99,33849.42966,12,33424.766,33824.0624755697
14.81,57.35,0.084,45.56,47.01,34445.62738,12,33861.4,34429.61202681631
14.78,58.06,0.079,53.37,55.16,36538.40304,12,35671.71,36564.739568018034
14.73,58.26,0.081,45.13,46.44,39069.20152,12,37998.367,39013.782303769425
14.67,59.09,0.086,36.23,37.36,40614.44867,12,39687.516,40648.47265040614
14.62,59.29,0.085,23.0,23.65,41149.80989,12,40335.53,41053.6725560824
14.55,59.99,0.08,9.76,10.08,40894.29658,12,40171.273,40911.95812072631
14.56,59.79,0.083,2.756,2.804,40833.46008,12,40173.14,40762.760453652765
14.5,59.86,0.084,1.925,1.977,40869.96198,12,40127.582,40765.638159082344
14.38,60.93,0.09,0.194,0.156,40857.79468,12,39776.613,40743.62562812327
14.24,61.99,0.081,0.051,0.115,40918.63118,12,40083.863,40873.93924357185
14.06,62.43,0.084,0.081,0.096,40784.79087,12,40385.6,40725.1797936263
14.04,62.39,0.083,0.073,0.096,40577.94677,12,40000.71,40412.041927280916
14.07,62.13,0.082,0.062,0.078,40918.63118,12,40612.254,40861.568465309516
14.18,60.83,0.081,0.088,0.111,40565.77947,12,39508.438,40417.03469199356
14.32,58.89,0.086,0.062,0.13,40322.43346,12,39536.375,40336.668834659664
14.24,59.26,0.082,0.059,0.119,40200.76046,12,39549.977,40154.57299561194
14.51,58.05,0.08,0.044,0.1,40054.75285,12,38959.383,40013.051256636056
14.72,56.65,0.082,0.059,0.093,39835.74144,12,38656.33,39814.01722692874
14.81,54.18,0.081,0.055,0.152,40212.92776,12,39070.574,40154.72213151389
14.58,54.31,0.082,0.033,0.119,39969.58175,12,39043.383,39926.60240913306
14.66,53.11,0.079,0.055,0.078,39543.72624,12,38610.73,39583.070552513906
14.72,53.18,0.084,0.048,0.167,39385.55133,12,38436.453,39437.477243005924
14.8,53.41,0.081,0.066,0.119,39105.70342,12,38246.973,39010.717072477564
14.79,53.75,0.078,0.062,0.119,38168.82129,12,37288.383,38149.79784741692
14.8,53.58,0.079,0.059,0.115,37864.63878,12,36717.832,37941.49166613365
14.77,53.68,0.082,0.062,0.126,37596.95817,12,36670.37,37612.10979139782
14.84,53.41,0.08,0.051,0.111,36964.25856,12,35887.527,37022.229367414504
14.97,53.28,0.08,0.059,0.122,36538.40304,12,35684.758,36644.92100814298
15.03,53.34,0.085,0.059,0.108,35966.53992,12,35502.13,36007.43469826247
14.96,53.91,0.079,0.048,0.134,35479.84791,12,34465.96,35524.676705808466
14.97,53.91,0.081,0.062,0.115,34713.30798,12,33850.305,34722.28415346118
15.13,53.44,0.084,0.059,0.137,34044.10646,12,33710.777,34014.715450419295
15.18,52.81,0.08,0.059,0.1,33277.56654,12,32775.668,33300.43708744748
15.13,52.61,0.082,0.066,0.089,32851.71103,12,32588.691,32860.09844010294
15.35,52.31,0.08,0.044,0.108,32146.0076,12,31848.967,32138.80428192534
15.44,50.7,0.083,0.048,0.089,31209.12548,12,31133.574,31112.57126756925
15.44,51.64,0.08,0.051,0.167,30418.25095,12,30048.379,30334.18782375773
15.27,51.94,0.08,0.062,0.104,29676.04563,12,29874.645,29668.251648495865
15.22,52.47,0.083,0.062,0.085,28824.3346,12,29068.383,28754.697692036916
15.27,52.81,0.079,0.029,0.167,28179.46768,12,27934.389,28152.26371638588
15.28,52.77,0.08,0.04,0.111,27546.76806,12,27811.773,27625.774771505057
15.28,53.31,0.08,0.066,0.111,26853.23194,12,27175.549,26864.781785425097
15.15,54.28,0.082,0.044,0.163,26390.87452,12,26773.816,26260.894711475314
15.06,54.37,0.081,0.073,0.126,25733.8403,12,26094.938,25758.0124989282
15.1,54.11,0.081,0.059,0.111,24955.13308,12,25535.58,24920.684558314715
15.13,54.21,0.08,0.051,0.119,24590.11407,12,25117.844,24589.18832321872
15.16,54.71,0.082,0.04,0.148,24188.59316,12,24838.75,24095.270789586917
15.18,54.61,0.082,0.062,0.059,23665.39924,12,25049.146,23619.043703974003
15.16,55.31,0.083,0.048,0.111,23239.54373,12,24184.867,23229.84148884599
15.18,55.64,0.08,0.044,0.111,22911.02662,12,23371.5,22852.113266173183
15.05,56.54,0.08,0.026,0.156,22692.01521,12,23143.611,22629.970675769036
14.86,57.71,0.078,0.062,0.096,22400.0,12,23217.676,22347.574820376904
14.91,58.01,0.079,0.081,0.122,22059.31559,12,22742.188,22058.729090744004
14.79,58.65,0.078,0.077,0.108,21767.30038,12,22724.84,21722.17018271936
14.77,58.78,0.084,0.051,0.108,21621.29278,12,22680.482,21647.360371402603
14.8,58.95,0.08,0.07,0.104,21560.45627,12,22473.05,21527.499921192546
14.84,58.85,0.078,0.04,0.104,21450.95057,12,22445.713,21478.911582498935
14.81,59.41,0.082,0.055,0.111,21256.27376,12,22421.365,21292.861043086523
14.76,59.61,0.082,0.026,0.159,21134.60076,12,21789.506,21199.63827756416
14.73,60.15,0.082,0.073,0.074,21061.59696,12,22299.41,21049.09751835942
14.76,59.95,0.081,0.088,0.089,20769.58175,12,21744.357,20903.610459623094
14.77,59.91,0.082,0.055,0.115,20733.07985,12,21484.516,20670.13808816272
14.75,59.95,0.082,0.062,0.119,20733.07985,12,21608.18,20670.308266116015
14.77,59.91,0.08,0.07,0.1,20903.42205,12,21938.994,20901.262930628603
14.72,60.45,0.083,0.055,0.13,20830.41825,12,21910.55,20896.774277113538
14.73,60.58,0.082,0.07,0.145,20696.57795,12,21435.99,20667.549244661335
14.67,60.61,0.08,0.099,0.096,20733.07985,12,21604.096,20678.231792144663
14.54,61.38,0.081,0.062,0.059,20733.07985,12,22120.676,20683.025988058725
14.55,61.32,0.081,0.099,0.082,20781.74905,12,21851.45,20908.277009439822
14.56,61.05,0.083,0.037,0.085,20489.73384,12,21871.016,20679.417182991427
14.45,62.02,0.08,0.044,0.093,20514.06844,12,21584.447,20681.851797326184
14.31,62.68,0.082,0.048,0.115,20647.90875,12,21563.885,20669.261093619432
14.58,61.52,0.082,0.07,0.108,20939.92395,12,22211.74,20902.72599579616
14.57,61.42,0.081,0.04,0.078,21098.09886,12,22314.76,21219.210201801798
14.68,60.88,0.084,0.077,0.096,21292.77567,12,22676.543,21300.47852173123
14.76,60.31,0.079,0.051,0.093,21268.44106,12,22290.24,21299.344576793002
14.83,59.65,0.084,0.062,0.1,22083.65019,12,23180.99,22052.95597914318
14.85,59.05,0.081,0.044,0.122,22570.34221,12,23162.82,22513.653276436402
14.77,59.21,0.083,0.077,0.1,22497.3384,12,23415.676,22425.62720114858
14.74,60.75,0.082,0.048,0.167,22570.34221,12,23127.28,22502.200879142114
14.5,62.38,0.081,0.051,0.111,22862.35741,12,23475.57,22745.043603232858
14.43,62.65,0.082,0.11,0.074,23227.37643,12,23971.76,23233.984890337037
14.58,61.35,0.082,0.029,0.093,23093.53612,12,24049.965,23065.777905010837
14.49,61.35,0.083,0.048,0.104,22740.68441,12,23649.053,22633.003095926448
14.45,61.42,0.08,0.059,0.1,22959.69582,12,23580.059,22860.917995682088
14.39,61.85,0.08,0.048,0.111,23324.71483,12,23851.58,23298.737330992102
14.54,60.28,0.079,0.04,0.115,23397.71863,12,23792.168,23348.801164449498
14.5,60.11,0.079,0.055,0.141,23057.03422,12,23459.436,23067.368321288188
14.56,59.71,0.083,0.051,0.141,23008.36502,12,23719.271,22946.781195347692
13.27,65.99,0.084,0.205,0.167,23482.88973,12,23749.14,23402.448348272985
13.02,66.29,0.082,0.992,0.972,24115.58935,12,24690.37,24055.664998100234
13.09,65.95,0.083,2.976,2.867,24407.60456,12,25067.408,24330.276573518335
13.24,65.19,0.085,9.14,8.79,25551.3308,12,25712.451,25505.07062084604
13.29,65.02,0.081,24.46,21.02,25831.17871,12,26081.959,25881.980820430414
13.16,65.15,0.085,57.4,37.6,26281.36882,12,26639.676,26240.709706767353
13.38,65.22,0.084,82.2,51.03,26962.73764,12,27383.775,26987.0012723596
14.15,63.95,0.086,92.8,53.67,27619.77186,12,28042.1,27742.472573329887
14.58,59.78,0.081,111.2,60.69,28252.47148,12,28243.22,28323.406924299416
14.68,59.35,0.083,154.9,81.4,28666.1597,12,28602.902,28688.589071551985
14.78,58.85,0.084,185.4,85.1,29067.68061,12,29192.783,29134.009978186055
14.83,58.75,0.084,199.3,75.4,29177.18631,12,29354.121,29246.4093839748
14.86,59.15,0.088,220.0,64.91,29371.86312,12,29620.309,29375.966554760456
15.05,58.51,0.079,243.6,57.96,30016.73004,12,29695.049,30063.616831628853
15.25,58.11,0.079,273.4,68.74,30880.60837,12,30858.258,30851.90920434329
15.44,56.94,0.085,311.9,77.1,31148.28897,12,31069.174,31162.66963816979
15.51,58.64,0.08,369.2,111.7,31525.47529,12,31199.824,31560.569056349887
15.73,58.88,0.083,428.9,162.6,32462.35741,12,32243.463,32429.24292582517
15.7,59.48,0.081,435.8,198.3,32474.52471,12,31974.885,32416.792968125064
15.7,59.48,0.082,464.3,190.3,33180.22814,12,32768.664,33040.42247758639
15.74,57.81,0.08,394.1,137.6,33679.08745,12,33065.8,33551.092919020586
15.85,59.01,0.086,411.8,129.0,33885.93156,12,33455.49,33813.142213142
15.95,57.64,0.083,420.3,116.1,34384.79087,12,33831.12,34338.395319328774
16.23,57.01,0.084,458.2,120.8,34445.62738,12,33912.047,34442.13892973061
16.26,54.91,0.083,485.2,131.8,34068.44106,12,33717.65,34008.158900188624
16.52,53.5,0.082,556.3,190.6,33910.26616,12,33537.887,33850.45954049944
16.74,52.74,0.083,438.9,214.9,34275.28517,12,33789.3,34256.41723217473
16.7,53.97,0.084,414.4,194.6,34433.46008,12,34148.695,34330.568100393575
16.43,53.34,0.083,352.2,158.1,34056.27376,12,33797.855,34007.78191498213
16.23,53.97,0.085,267.2,164.7,34031.93916,12,33788.637,33950.94136171827
16.33,54.27,0.082,519.1,181.9,33630.41825,12,33174.117,33562.181342706936
16.56,53.5,0.082,534.1,152.8,33362.73764,12,33056.56,33305.2026519155
16.83,51.6,0.082,592.2,237.0,33350.57034,12,33071.066,33292.15496337028
17.08,55.34,0.087,508.1,265.4,33399.23954,12,33341.246,33415.54837833779
16.2,60.35,0.098,162.0,106.9,33387.07224,12,33103.695,33307.48518141996
15.79,60.98,0.084,322.9,111.2,33253.23194,12,32957.246,33107.110285457544
16.12,59.71,0.085,482.6,120.5,33265.39924,12,32953.684,33248.41924541952
16.42,59.18,0.08,499.6,205.7,33228.89734,12,32679.9,33117.973227146955
16.13,59.08,0.085,294.1,164.7,33095.05703,12,32622.324,32950.44132705575
15.9,59.11,0.085,249.3,139.6,32778.70722,12,32468.37,32743.08197675289
16.09,57.04,0.083,478.6,188.0,32657.03422,12,32257.191,32590.500906882637
16.31,53.84,0.084,362.1,222.7,32450.19011,12,32352.385,32423.7595353498
16.23,53.1,0.089,183.2,179.8,32365.01901,12,32480.066,32387.233265622854
16.21,51.5,0.082,122.9,123.0,32158.1749,12,31991.229,32124.044055439932
16.27,52.1,0.081,168.8,170.0,32486.69202,12,32038.072,32427.9115317608
16.18,52.57,0.083,81.6,81.7,32425.85551,12,32074.29,32431.24808450578
16.05,55.57,0.083,52.05,52.16,32085.1711,12,32317.36,32076.03262569867
15.95,55.41,0.082,30.23,30.27,31829.65779,12,31723.467,31745.617672501936
15.85,56.98,0.081,34.28,34.12,31817.49049,12,31446.113,31744.468851516034
15.75,57.54,0.08,44.3,43.66,32012.1673,12,31567.473,31934.995027618523
15.89,56.28,0.082,47.01,47.54,32304.18251,12,31886.844,32270.72261195629
15.97,54.77,0.083,35.71,35.69,32596.19772,12,32464.912,32552.259109453804
16.0,54.07,0.085,35.83,35.61,32754.37262,12,32554.926,32769.229887193316
15.92,55.47,0.085,28.76,29.15,32985.55133,12,32992.86,32912.241310964695
15.95,54.61,0.085,26.81,27.18,33520.91255,12,33662.758,33497.42843216227
15.92,54.44,0.085,19.12,19.34,34737.64259,12,34563.57,34769.53116602365
15.91,55.11,0.083,11.08,11.33,36708.74525,12,36164.72,36721.1518115886
15.83,55.34,0.081,4.751,4.71,39738.40304,12,39055.824,39698.944663081595
15.74,57.81,0.084,2.123,2.147,40711.78707,12,39644.465,40644.0392716053
15.49,60.48,0.095,1.347,1.45,40590.11407,12,39853.895,40650.342365928824
15.39,61.32,0.081,1.31,1.365,40480.60837,12,39470.312,40438.43805221458
15.4,61.38,0.084,0.816,0.872,40468.44106,12,39884.574,40435.00570617917
15.36,61.88,0.082,0.274,0.33,40784.79087,12,40295.223,40752.182132041184
15.26,62.85,0.084,0.062,0.137,40796.95817,12,39983.633,40725.10752774995
15.19,63.15,0.082,0.066,0.111,40468.44106,12,39654.977,40410.087925266074
15.18,63.25,0.082,0.055,0.115,39811.40684,12,38856.55,39815.835717711954
15.12,63.45,0.08,0.04,0.093,39884.41065,12,39137.996,39808.52409501483
15.2,60.65,0.08,0.037,0.074,39860.07605,12,39262.246,39807.83998696776
15.12,60.08,0.082,0.026,0.141,39908.74525,12,38924.516,39926.89667185086
15.11,61.32,0.077,0.033,0.085,39726.23574,12,39010.27,39665.88189276759
15.06,61.95,0.077,0.044,0.115,39519.39163,12,38552.74,39586.56875666586
15.14,62.22,0.082,0.059,0.085,39482.88973,12,38758.305,39430.06276753939
15.33,61.92,0.079,0.055,0.07,39555.89354,12,39018.2,39576.35828629365
15.42,60.95,0.082,0.048,0.089,39653.23194,12,38953.32,39657.35056193499
15.55,59.98,0.081,0.055,0.108,39653.23194,12,38717.957,39663.81168733776
15.56,60.31,0.079,0.044,0.122,39495.05703,12,38275.11,39427.906258620664
